PREFIXO: ;3D-015
NOME DO POSTO: ;GUARIPOCABA
MUNICÍPIO: ;BRAGANCA PAULISTA
CURSO D'ÁGUA: ;JAGUARI,R
ÁREA (Km²): ;1.353,00
LATITUDE: ;22°54'24"
LONGITUDE: ;46°28'37"
 
Obs: valores com --- representam dados inexistentes.
 
Vazões médias diárias (m³/s)
 
Mês/Ano;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Vazão Mínima;Vazão Média;Vazão Máxima
  12/2002;3,081;3,262;3,190;3,045;2,654;2,725;2,689;2,689;2,866;2,654;2,619;2,689;4,837;3,262;2,938;3,408;2,444;1,966;1,634;1,408;2,237;3,408;3,190;3,009;3,117;3,081;2,974;2,866;2,831;2,795;2,760;1,408;2,849;4,837
  01/2003;2,760;2,974;3,813;4,000;3,408;4,914;3,153;2,169;2,101;1,966;2,514;3,851;3,408;2,760;2,169;2,306;3,262;3,813;4,264;7,145;3,262;8,984;5,815;7,309;4,837;3,408;7,227;7,145;12,462;6,294;4,644;1,966;4,456;12,462
  02/2003;5,030;3,444;2,689;2,654;2,549;2,306;3,298;2,340;2,725;2,549;2,375;2,514;2,306;3,153;2,689;2,795;4,264;4,264;2,760;3,628;2,271;1,932;1,700;1,569;1,376;2,135;2,410;2,375;---;---;---;1,376;2,718;5,030
  03/2003;2,340;2,340;2,306;2,340;2,375;2,549;2,654;2,619;2,654;2,760;2,902;3,226;3,925;3,045;2,831;2,795;2,689;2,654;2,654;2,902;3,153;3,153;2,795;2,689;2,760;2,760;2,795;3,009;2,795;2,725;2,689;2,306;2,770;3,925
  04/2003;2,689;2,654;2,654;2,619;2,795;2,725;2,831;2,760;2,725;2,760;2,760;2,795;2,725;2,340;2,203;2,203;2,203;2,203;2,135;3,045;2,689;2,549;2,654;2,549;2,444;2,375;2,271;2,271;2,271;2,203;---;2,135;2,537;3,045
  05/2003;2,203;2,306;2,866;2,444;2,514;3,081;2,725;2,514;2,375;2,340;2,271;2,306;2,271;2,271;2,271;2,203;2,271;2,203;2,203;2,203;2,271;2,135;2,340;2,795;2,549;2,479;2,444;2,479;2,410;2,410;2,410;2,135;2,405;3,081
  06/2003;2,375;2,410;2,375;2,340;2,410;2,479;2,619;2,479;2,444;2,410;2,410;2,340;2,375;2,340;2,340;2,340;2,306;2,340;2,340;2,340;2,306;2,306;2,340;2,306;2,306;2,340;2,340;2,306;2,271;2,271;---;2,271;2,363;2,619
  07/2003;2,271;2,271;2,271;2,271;2,203;2,271;2,271;2,271;2,271;2,271;2,514;2,479;2,444;2,410;2,340;2,340;2,340;2,306;2,306;2,271;2,271;2,271;2,203;2,271;2,340;2,410;2,410;2,410;2,410;2,410;2,410;2,203;2,329;2,514
  08/2003;2,444;2,375;2,410;2,375;2,340;2,340;2,340;2,410;2,444;2,479;2,444;2,410;2,375;2,340;2,340;2,340;2,410;2,375;2,306;2,203;2,101;2,101;2,101;2,033;2,101;2,271;2,203;2,135;2,203;2,135;2,101;2,033;2,290;2,479
  09/2003;2,067;2,033;1,999;1,966;1,966;1,966;1,898;1,898;1,898;1,898;2,033;1,932;1,932;1,898;1,898;1,865;1,966;1,966;1,898;1,898;1,865;1,865;1,799;1,700;1,732;1,700;1,732;1,799;1,799;1,799;---;1,700;1,889;2,067
  10/2003;1,732;1,799;1,667;1,667;1,601;1,601;1,732;2,549;2,033;2,067;3,925;5,420;3,262;2,033;1,472;1,249;1,094;1,003;1,569;1,932;2,033;2,067;2,135;2,203;2,101;2,033;2,033;2,101;2,135;3,335;2,479;1,003;2,131;5,420
  11/2003;2,584;2,340;2,340;2,306;2,203;2,203;2,444;3,153;2,514;2,306;2,203;2,410;2,619;2,974;2,549;3,555;4,226;5,420;3,408;2,689;2,169;1,832;1,634;1,700;1,667;2,135;2,340;2,689;2,549;2,444;---;1,634;2,587;5,420
  12/2003;4,683;4,953;3,081;4,226;3,925;2,866;2,375;3,045;2,725;2,938;2,203;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
  01/2004;---;---;---;---;---;---;---;---;3,081;5,186;3,444;2,938;5,499;3,408;3,045;3,776;3,963;3,045;2,444;2,135;2,067;2,203;2,340;2,479;2,169;2,203;3,776;3,813;3,009;2,902;4,188;---;---;---
  02/2004;2,514;2,725;3,481;2,444;3,081;6,576;5,696;3,408;2,375;2,067;1,999;1,865;2,271;3,481;4,113;3,851;2,938;2,938;1,932;2,340;3,153;7,473;21,062;18,097;9,186;6,111;4,463;3,353;2,946;---;---;1,865;4,757;21,062
  03/2004;2,446;2,276;2,145;2,745;2,233;2,145;2,364;2,233;2,058;1,992;2,123;2,079;2,014;2,014;2,189;2,342;2,211;2,036;2,036;3,593;2,479;2,167;2,036;1,970;1,926;2,079;4,218;2,879;2,233;2,233;2,879;1,926;2,335;4,218
  04/2004;2,167;2,036;1,970;1,926;2,101;1,992;2,079;2,079;1,970;2,408;2,298;2,014;1,992;1,992;2,014;2,645;4,323;3,115;3,524;12,049;5,821;4,817;3,559;2,812;2,408;2,320;2,255;2,123;2,101;2,036;---;1,926;2,898;12,049
  05/2004;1,992;1,992;2,014;1,970;1,970;2,058;2,645;3,421;2,678;2,233;2,145;2,079;2,036;2,014;2,189;3,800;2,678;2,276;2,233;2,145;2,101;2,745;2,479;2,189;3,421;5,785;4,995;2,980;2,386;2,167;2,512;1,970;2,591;5,785
  06/2004;4,358;3,183;2,645;6,002;4,463;3,217;2,645;2,386;2,255;2,233;2,101;2,079;2,946;2,276;2,298;2,446;2,167;2,014;1,926;1,861;1,817;1,796;2,036;2,101;2,101;2,036;1,970;1,970;1,970;1,970;---;1,796;2,509;6,002
  07/2004;1,926;1,926;1,926;1,883;1,861;1,905;2,167;2,233;2,479;2,913;4,218;2,845;2,408;2,298;2,255;2,145;2,233;2,233;3,524;7,372;4,746;3,353;2,778;2,512;2,364;2,342;2,298;2,298;2,255;2,233;2,145;1,861;2,648;7,372
  08/2004;2,145;2,123;2,145;2,145;2,123;2,101;2,079;2,101;2,101;2,058;2,058;2,079;2,058;2,255;2,479;2,512;2,408;2,408;2,408;2,386;2,364;2,364;2,364;2,342;2,342;2,364;2,342;2,364;2,364;2,364;2,320;2,058;2,260;2,512
  09/2004;2,211;2,189;2,189;2,123;2,123;2,123;2,101;2,079;2,101;2,101;2,101;2,101;2,079;2,079;2,079;2,079;2,079;2,123;2,812;2,512;2,276;2,189;2,101;2,079;2,079;2,079;2,980;2,298;2,189;2,123;---;2,079;2,193;2,980
  10/2004;2,101;2,320;3,081;3,353;3,047;2,879;2,745;2,678;2,678;2,778;3,421;3,251;3,319;5,209;3,939;3,662;4,218;4,393;4,888;4,113;2,980;2,578;2,364;2,364;2,479;4,148;3,353;2,612;2,342;2,276;2,233;2,101;3,155;5,209
  11/2004;2,101;2,123;2,211;2,578;2,812;3,217;3,765;3,285;2,980;2,946;2,812;2,913;2,913;2,745;2,745;3,765;5,893;5,245;5,352;4,534;3,047;2,446;2,276;---;---;---;---;---;---;---;---;---;---;---
  11/2005;---;---;---;---;---;---;---;---;---;---;3,353;3,149;3,149;3,047;3,014;2,946;2,913;4,393;---;---;4,253;3,014;2,812;2,879;4,113;10,000;4,710;3,559;3,183;3,115;---;---;---;---
  12/2005;3,627;4,393;3,627;2,578;2,298;2,276;3,869;2,645;2,364;2,233;2,101;2,058;2,645;2,812;2,712;2,678;2,678;3,217;2,980;2,446;3,593;5,316;---;---;4,253;2,578;2,276;2,101;2,014;2,233;4,113;---;---;---
  01/2006;6,257;5,280;12,359;8,175;8,478;5,640;5,245;3,559;2,845;2,578;2,320;2,036;2,233;2,211;2,211;2,189;2,101;2,079;2,276;---;---;---;---;---;---;---;---;2,145;3,047;5,066;3,800;---;---;---
  02/2006;3,387;4,323;3,319;4,640;3,731;2,745;2,678;3,835;12,255;4,817;12,565;12,978;7,372;5,102;5,460;30,088;16,415;6,257;4,781;5,893;3,662;4,428;3,251;2,678;2,446;2,320;2,211;2,512;---;---;---;2,211;6,291;30,088
  03/2006;4,078;3,593;2,211;2,342;5,424;4,183;5,568;3,593;2,712;2,233;2,946;2,408;2,342;2,255;2,189;2,845;3,183;2,233;2,058;2,014;3,456;4,852;4,078;3,524;9,491;5,749;4,008;3,421;5,966;9,389;4,959;2,014;3,848;9,491
  04/2006;3,593;3,014;2,678;2,545;2,364;---;---;---;---;---;---;---;2,101;2,342;2,342;2,408;2,512;2,512;2,342;2,342;2,320;2,255;2,298;2,276;2,255;2,276;2,276;3,149;3,285;3,285;---;---;---;---
  05/2006;3,285;3,285;3,251;3,319;3,285;3,251;3,251;3,285;3,319;3,353;3,285;3,251;3,319;3,115;3,217;3,047;3,081;3,149;3,149;3,047;3,047;3,217;3,421;3,353;3,285;3,387;3,319;3,319;3,251;3,149;3,149;3,047;3,240;3,421
  06/2006;3,081;3,081;3,014;3,047;3,014;3,014;2,980;2,946;2,980;3,014;2,980;2,980;2,980;2,812;2,946;2,946;2,946;2,812;3,014;2,946;2,980;2,946;2,946;2,778;2,778;3,081;3,421;3,217;3,014;2,980;---;2,778;2,989;3,421
  07/2006;2,812;2,712;---;---;---;---;---;---;---;---;---;3,973;3,524;3,627;3,627;3,627;3,627;3,490;3,490;3,559;3,490;3,421;3,421;3,421;3,319;3,353;3,217;3,421;3,559;3,662;4,043;---;---;---
  08/2006;4,393;4,043;3,662;3,696;3,627;3,387;3,387;3,353;3,353;3,251;3,559;3,490;3,387;3,421;3,353;4,183;4,253;4,393;4,323;---;---;---;4,393;4,428;4,358;4,323;4,428;4,463;4,428;4,428;4,888;---;---;---
  09/2006;---;---;---;---;---;---;---;---;---;---;---;---;---;---;5,568;5,173;---;---;---;---;---;---;---;---;---;4,463;4,358;4,393;4,358;4,393;---;---;---;---
  10/2006;4,393;4,604;---;---;---;---;---;---;---;---;4,393;4,323;4,498;4,393;4,323;5,316;6,513;5,604;4,817;4,569;4,428;4,323;4,183;4,183;4,183;4,253;4,183;4,113;4,113;3,939;4,078;---;---;---
  11/2006;4,569;5,209;5,749;3,662;3,183;2,980;3,014;2,946;3,593;3,939;3,973;3,939;3,904;3,973;3,973;4,008;3,904;3,904;3,939;4,746;4,569;4,253;3,353;3,081;3,217;3,593;5,388;4,253;3,319;3,696;---;2,946;3,928;5,749
  12/2006;3,285;2,645;2,320;2,298;4,817;3,627;3,593;3,014;2,913;3,081;2,879;2,446;2,298;2,946;4,923;7,672;3,627;4,008;5,173;4,746;4,008;3,696;4,183;13,289;7,773;4,675;3,939;3,421;2,980;2,745;6,477;2,298;4,177;13,289
  01/2007;8,984;5,604;4,534;12,565;15,474;12,152;6,477;6,002;5,388;4,710;3,765;3,183;3,696;---;---;3,014;2,745;10,612;14,119;6,294;5,209;5,316;4,043;3,559;3,456;3,904;4,959;3,869;4,253;5,604;4,498;---;---;---
  02/2007;3,559;3,115;2,879;2,678;2,512;2,545;2,512;2,545;3,183;2,879;2,612;2,745;2,512;2,408;2,645;2,678;2,645;2,745;2,778;2,745;3,115;2,712;2,578;2,479;2,446;2,479;4,113;2,879;---;---;---;2,408;2,776;4,113
  03/2007;2,578;2,545;2,479;2,364;2,408;2,320;2,298;2,320;2,364;2,645;2,446;2,545;2,946;2,545;3,183;2,845;2,879;3,421;4,078;5,604;3,904;3,285;3,014;2,980;3,593;3,014;2,612;2,612;2,545;2,545;2,479;2,298;2,884;5,604
  04/2007;2,479;2,479;2,446;2,408;2,364;2,364;2,408;3,149;5,568;3,662;3,014;2,812;2,645;2,678;2,913;2,845;2,645;2,778;2,612;2,545;2,545;2,578;2,980;2,745;2,612;2,545;2,812;2,913;2,812;2,612;---;2,364;2,799;5,568
  05/2007;2,578;---;---;---;---;---;2,320;2,364;2,479;2,479;2,255;2,276;---;---;---;---;---;---;---;---;---;2,712;3,800;4,043;3,285;2,980;2,745;2,678;2,678;2,645;2,612;---;---;---
  06/2007;2,612;2,946;5,712;4,817;3,731;3,183;2,980;2,879;2,845;2,812;2,645;2,645;2,612;2,612;2,578;2,578;2,612;2,578;2,512;2,512;2,479;2,479;2,479;2,479;2,479;2,479;2,479;2,479;2,545;2,512;---;2,479;2,843;5,712
  07/2007;2,479;2,446;2,408;2,446;2,364;2,364;2,408;2,364;2,320;2,342;2,298;2,320;2,320;2,364;2,320;2,446;4,078;5,137;4,604;3,765;3,115;2,778;2,712;4,428;18,203;13,496;5,785;3,939;3,149;3,217;3,217;2,298;3,859;18,203
  08/2007;2,845;2,645;2,512;2,446;2,446;2,446;2,408;2,364;2,320;2,320;2,276;2,298;2,255;2,276;2,276;2,364;2,408;2,167;2,233;2,320;2,320;2,364;2,364;2,276;2,408;2,320;2,298;2,364;2,320;2,364;2,545;2,167;2,373;2,845
  09/2007;3,490;3,115;3,559;3,081;3,149;2,980;3,014;2,946;2,913;2,913;2,879;2,745;3,183;3,285;3,285;3,285;3,490;3,353;3,387;3,627;3,696;3,696;3,731;3,765;3,765;3,731;3,765;3,696;3,765;3,765;---;2,745;3,368;3,765
  10/2007;3,731;3,731;3,696;---;---;---;---;---;---;---;4,428;4,393;4,393;4,428;4,604;4,463;4,463;4,463;4,498;4,534;4,498;4,428;4,463;4,959;6,403;---;---;---;---;---;---;---;---;---
  11/2007;---;---;---;16,520;17,887;7,271;4,640;---;---;---;---;---;---;3,765;3,421;3,217;2,946;3,353;3,490;5,966;4,923;3,869;3,387;3,353;3,217;3,285;3,456;3,353;3,217;3,014;---;---;---;---
  12/2007;2,946;2,913;3,319;3,217;3,627;3,696;11,432;6,513;4,604;3,869;3,627;3,765;5,066;4,323;4,008;3,662;4,253;3,490;3,456;5,137;5,245;4,995;3,800;3,149;3,014;2,980;2,812;2,612;3,081;3,251;3,149;2,612;4,033;11,432
  01/2008;3,047;3,081;2,812;2,678;2,845;3,869;18,730;5,749;3,800;3,149;2,913;2,879;4,498;3,869;4,428;4,043;3,593;6,294;5,460;8,276;6,772;4,959;3,835;3,319;3,115;2,879;2,678;2,612;3,047;10,102;11,227;2,612;4,857;18,730
  02/2008;5,966;4,253;3,765;4,358;3,662;4,463;3,731;4,393;3,731;3,251;2,946;2,879;3,353;2,913;2,812;2,678;2,545;2,578;4,253;3,662;3,456;3,251;2,946;2,845;3,869;3,115;2,812;2,845;2,745;---;---;2,545;3,451;5,966
  03/2008;3,047;6,111;4,008;3,251;2,778;2,645;2,612;2,980;3,765;5,893;3,835;3,559;9,898;16,206;6,477;5,245;17,360;36,853;17,992;8,680;7,271;4,852;4,218;4,428;4,218;3,939;3,835;4,393;3,904;3,731;3,490;2,612;6,822;36,853
  04/2008;3,353;3,217;3,183;3,627;3,387;3,285;5,245;4,534;4,463;3,835;4,288;3,973;4,569;4,746;4,746;4,463;5,102;3,904;3,456;3,524;3,731;5,030;5,209;4,183;3,559;3,285;3,081;3,014;2,946;7,372;---;2,946;4,077;7,372
  05/2008;4,888;4,253;10,612;8,882;5,640;4,113;3,285;2,913;2,812;2,678;2,612;2,545;2,545;2,612;2,545;2,545;2,479;2,446;2,408;3,251;3,662;3,353;3,285;3,285;3,285;3,217;3,217;3,149;3,353;3,421;3,421;2,408;3,636;10,612
  06/2008;5,102;4,358;3,731;5,640;5,749;4,498;3,973;3,696;3,627;3,559;3,421;3,319;3,047;3,014;2,980;3,421;3,149;3,081;2,946;2,980;2,913;2,845;---;---;2,946;2,845;---;---;---;---;---;---;---;---
  07/2008;3,421;3,490;3,490;3,456;3,421;3,353;3,285;3,285;3,285;3,285;3,217;3,217;3,217;3,217;3,217;3,251;3,217;3,217;3,217;3,217;3,217;3,217;3,115;2,946;3,183;3,014;3,081;3,217;3,217;3,149;3,115;2,946;3,240;3,490
  08/2008;3,115;3,081;3,319;3,800;3,559;3,387;3,387;5,137;5,316;4,959;4,358;3,835;3,559;3,421;3,353;3,353;3,183;3,014;2,946;2,845;2,879;2,879;2,913;2,946;2,946;2,946;2,879;2,845;2,845;4,113;5,066;2,845;3,490;5,316
  09/2008;5,102;5,030;5,030;4,959;4,959;4,959;4,888;4,888;4,923;4,888;4,888;4,888;4,817;4,959;5,030;4,995;4,959;4,888;4,888;4,817;5,280;4,675;3,765;3,559;3,456;3,835;4,043;3,696;3,524;3,456;---;3,456;4,601;5,280
  10/2008;3,765;4,569;4,781;3,524;3,115;3,183;3,285;3,251;3,251;3,081;3,353;3,524;3,490;3,421;3,387;3,353;4,534;4,569;4,888;5,568;5,030;4,995;4,746;4,746;4,710;4,604;4,534;4,463;4,675;7,372;4,358;3,081;4,198;7,372
  11/2008;3,353;2,946;2,812;2,845;2,812;2,980;3,731;3,835;3,559;3,353;6,221;4,358;5,460;5,280;4,604;3,285;2,778;2,479;2,812;2,745;2,612;3,217;4,923;6,440;4,640;3,559;3,014;2,980;2,645;2,645;---;2,479;3,631;6,440
  12/2008;2,745;2,812;3,387;3,456;3,217;2,980;2,812;2,678;2,645;2,778;3,524;4,781;4,710;3,904;4,358;4,253;17,360;5,749;4,640;16,940;17,992;16,206;8,175;5,785;10,306;7,974;4,710;3,904;3,353;3,047;2,946;2,645;5,940;17,992
  01/2009;10,000;5,676;6,672;14,327;12,049;6,294;4,604;3,696;3,319;4,463;4,428;3,490;2,946;3,662;3,939;3,559;5,030;6,184;4,710;3,627;4,852;4,008;3,490;3,319;3,217;12,668;8,175;5,388;7,171;12,049;9,694;2,946;6,023;14,327
  02/2009;5,604;4,463;5,712;7,773;7,773;4,675;3,800;3,524;4,640;4,288;3,939;5,640;4,710;3,904;22,020;15,160;8,175;5,245;4,253;3,662;3,319;3,149;3,490;4,640;6,148;5,316;4,358;4,113;---;---;---;3,149;5,839;22,020
  03/2009;3,627;3,319;3,183;3,081;3,421;3,115;2,946;2,879;2,845;4,781;4,710;3,973;4,113;8,175;5,496;4,218;3,353;11,946;5,066;3,869;3,387;3,524;3,319;3,081;2,913;2,778;2,678;2,812;4,253;3,662;3,421;2,678;3,998;11,946
  04/2009;3,285;3,115;3,014;2,980;3,251;4,463;5,173;4,463;4,043;3,731;3,593;3,490;3,627;8,075;5,280;4,640;4,253;4,043;3,939;3,835;3,765;3,696;3,696;3,973;3,973;3,765;3,800;3,765;3,696;3,627;---;2,980;4,002;8,075
  05/2009;3,353;3,319;3,319;3,285;3,319;3,251;3,285;3,353;3,387;3,765;4,043;3,662;3,696;4,148;4,640;4,288;3,593;3,183;3,047;2,946;3,047;3,319;3,319;3,217;3,081;3,014;3,014;2,946;3,149;3,387;3,490;2,946;3,415;4,640
  06/2009;3,559;3,696;3,524;3,456;3,421;3,456;3,456;3,421;3,421;3,421;4,463;4,113;3,217;2,745;2,545;2,446;3,149;3,731;3,765;3,765;3,731;3,696;3,696;3,696;3,524;4,888;4,183;4,710;4,323;3,765;---;2,446;3,633;4,888
  07/2009;3,593;3,593;4,043;3,939;3,765;3,731;3,593;3,696;3,662;3,627;4,008;5,245;4,817;4,498;4,113;3,939;3,869;3,835;3,835;3,800;3,731;3,627;3,559;3,765;5,137;5,712;5,532;4,817;4,888;5,532;4,959;3,559;4,208;5,712
  08/2009;4,534;4,218;4,078;4,043;3,904;3,490;3,421;3,353;3,285;3,285;3,217;3,524;3,421;3,421;3,353;3,353;3,353;3,353;3,696;3,939;4,183;4,148;3,731;3,939;3,800;3,559;3,524;3,559;3,559;3,490;3,456;3,217;3,651;4,534
  09/2009;3,421;3,421;3,353;3,524;3,731;3,559;3,627;3,696;7,271;7,171;5,102;4,218;3,835;3,593;3,524;3,456;3,421;3,353;3,285;3,285;3,285;3,353;3,456;3,765;3,524;3,387;3,319;3,251;5,532;5,388;---;3,251;3,937;7,271
  10/2009;3,731;3,456;3,319;3,319;3,387;3,319;3,559;4,288;5,030;4,113;3,696;3,456;3,456;3,456;3,456;3,869;3,559;3,421;3,559;20,849;6,872;5,460;4,995;4,393;4,078;3,869;3,765;3,662;3,490;3,387;3,285;3,285;4,437;20,849
  11/2009;3,217;3,217;3,115;3,183;3,662;4,183;4,183;4,288;4,569;5,137;5,893;23,943;10,408;4,675;3,765;11,227;5,893;4,675;4,113;3,904;5,137;11,022;6,294;5,604;4,781;6,075;4,995;5,424;5,893;6,111;---;3,115;5,953;23,943
  12/2009;5,137;5,496;34,553;23,408;9,593;5,749;5,209;8,680;21,274;11,227;16,415;16,101;14,431;19,047;11,227;12,359;14,848;28,463;41,036;42,583;42,141;41,699;41,478;47,355;49,807;50,142;49,919;57,428;67,604;69,422;73,122;5,137;30,224;73,122
  01/2010;75,038;79,703;79,703;76,389;76,776;76,776;77,748;81,278;76,776;73,886;71,813;76,389;72,931;70,901;70,901;70,446;78,137;75,616;80,095;73,504;71,585;73,886;73,122;77,553;97,168;104,815;98,851;95,078;109,800;111,552;106,973;70,446;81,780;111,552
  02/2010;101,605;84,460;62,617;71,471;74,845;74,653;74,653;73,504;70,446;62,504;60,020;52,602;50,477;43,358;41,036;40,594;40,594;42,251;41,809;40,926;40,815;40,043;39,823;40,043;42,583;41,367;39,823;40,594;---;---;---;39,823;54,626;101,605
  03/2010;49,695;19,894;11,741;10,102;9,085;8,984;38,941;42,915;44,023;46,020;46,354;46,132;44,688;41,036;40,594;28,247;25,230;25,444;24,586;9,593;10,102;15,578;10,715;8,882;8,478;9,288;12,462;10,000;8,478;14,015;10,817;8,478;23,617;49,695
  04/2010;8,781;8,075;8,075;8,781;15,892;22,660;42,030;41,146;40,815;40,374;40,153;39,933;39,712;39,823;28,571;8,781;7,071;6,513;6,477;6,403;6,184;5,785;5,749;5,749;5,749;5,676;5,604;5,604;5,532;5,532;---;5,532;17,241;42,030
  05/2010;4,995;4,148;4,043;3,973;3,973;3,973;3,973;3,904;4,148;4,148;4,008;3,939;3,904;3,904;3,835;3,904;3,835;3,765;3,765;3,765;3,696;3,869;3,904;3,835;3,835;3,765;3,731;3,835;3,835;3,835;3,765;3,696;3,929;4,995
  06/2010;3,662;3,559;3,559;3,559;4,218;3,973;3,696;3,627;3,559;3,559;3,559;3,559;3,559;3,490;3,490;3,490;3,490;3,765;3,285;3,251;3,217;3,115;3,014;3,014;3,115;3,353;3,421;3,421;3,421;3,421;---;3,014;3,481;4,218
  07/2010;3,421;3,421;3,421;3,387;3,387;3,353;3,353;3,353;3,353;3,319;3,353;3,353;3,319;5,102;4,463;3,973;3,014;2,645;2,578;2,479;2,678;2,678;2,645;2,879;3,014;2,980;2,913;2,980;3,149;3,149;3,353;2,479;3,241;5,102
  08/2010;3,353;3,353;3,319;3,285;3,285;3,285;3,285;3,217;3,183;3,319;3,251;3,183;3,115;3,593;3,835;4,078;4,043;3,904;3,662;3,662;3,800;3,731;3,593;3,559;3,593;3,593;3,524;3,524;3,559;3,627;3,593;3,115;3,513;4,078
  09/2010;3,939;4,710;4,604;4,463;4,675;4,817;4,710;4,675;4,675;4,640;4,463;4,358;4,288;4,253;4,288;4,218;4,253;4,463;4,288;4,253;4,358;4,463;4,393;4,640;4,604;4,746;4,995;4,710;4,569;4,534;---;3,939;4,502;4,995
  10/2010;4,498;4,463;4,640;4,428;4,393;4,463;4,393;4,498;4,710;4,569;4,534;4,428;4,288;4,253;4,218;4,253;4,253;4,995;4,569;4,428;4,253;4,148;4,253;4,183;4,148;4,817;4,358;4,253;4,288;4,463;4,995;4,148;4,433;4,995
  11/2010;4,534;4,498;4,358;4,428;4,253;4,253;4,358;4,323;4,218;5,712;4,817;4,428;4,253;4,218;4,113;4,604;5,352;6,971;5,388;4,640;4,323;4,253;4,569;4,428;4,358;5,749;4,995;4,604;4,534;5,532;---;4,113;4,702;6,971
  12/2010;4,852;4,218;3,973;3,869;3,973;5,857;2,408;3,149;3,183;3,183;3,014;3,014;4,498;5,102;4,253;4,148;4,569;4,323;4,323;6,111;4,043;3,593;4,043;4,008;3,524;3,353;3,285;3,149;3,014;2,913;2,845;2,408;3,864;6,111
  01/2011;3,047;7,873;20,637;23,301;11,535;6,039;4,008;4,746;4,043;3,319;33,570;31,826;62,052;69,649;57,879;60,471;67,490;68,399;77,748;75,038;71,980;70,560;69,536;68,740;68,626;69,081;69,536;67,036;66,242;65,788;64,994;3,047;46,606;77,748
  02/2011;65,788;65,334;64,315;63,522;63,522;63,296;63,070;54,956;27,706;23,943;23,408;24,693;24,157;23,194;23,301;23,836;27,059;31,173;30,847;30,630;30,630;30,305;31,826;31,391;31,717;32,915;32,044;31,608;---;---;---;23,194;38,221;65,788
  03/2011;36,743;38,941;44,023;48,580;53,834;53,946;53,162;52,266;51,707;52,266;57,766;58,667;58,442;58,442;59,118;59,230;54,619;42,915;42,030;41,367;40,374;40,264;40,484;39,712;39,933;39,712;39,712;33,788;21,806;21,806;20,318;20,318;45,031;59,230
  04/2011;5,957;4,202;4,279;4,553;4,672;5,116;4,711;4,632;4,553;5,034;6,525;5,116;7,807;6,261;5,573;5,447;5,364;5,447;5,447;5,281;5,198;5,157;5,198;5,198;5,405;5,828;5,743;5,700;5,116;5,116;---;4,202;5,321;7,807
  05/2011;4,912;5,531;5,447;5,198;4,953;4,872;4,953;4,751;4,632;4,672;4,672;4,592;4,474;4,435;4,202;4,672;4,592;4,553;4,474;4,592;4,751;4,751;4,553;4,474;4,396;4,357;4,318;4,279;4,241;4,279;4,164;4,164;4,637;5,531
  06/2011;4,012;4,012;3,974;4,088;4,164;4,012;3,422;4,513;4,632;5,658;4,791;4,474;4,396;4,357;4,318;4,164;4,088;4,396;4,396;4,202;4,553;4,474;4,474;4,357;4,357;4,050;4,672;4,632;4,435;4,357;---;3,422;4,348;5,658
  07/2011;4,357;4,357;4,164;4,241;4,241;4,202;4,164;4,241;4,318;4,279;4,202;4,202;4,050;3,974;3,974;3,974;4,012;3,936;4,012;4,012;3,936;4,241;4,202;4,164;3,974;3,861;3,639;3,350;4,318;4,672;4,872;3,350;4,134;4,872
  08/2011;4,672;4,396;5,034;6,086;5,828;6,043;6,086;5,405;5,116;5,198;5,405;5,447;5,658;5,658;5,658;5,489;5,198;5,075;4,751;5,157;5,871;6,393;7,020;7,065;7,020;6,974;6,839;6,614;6,349;6,261;7,020;4,396;5,832;7,065
  09/2011;7,340;7,202;6,974;6,839;6,614;6,570;6,481;6,173;6,173;6,217;6,525;6,570;6,349;6,659;6,704;6,659;6,570;6,525;6,393;6,130;6,086;6,130;6,000;6,173;6,393;6,349;6,130;6,086;5,957;5,785;---;5,785;6,425;7,340
  10/2011;5,531;5,573;5,785;6,173;6,217;6,086;6,043;5,785;5,743;5,658;5,700;5,700;5,658;5,531;6,086;6,704;7,020;6,570;6,393;6,261;6,086;6,130;6,130;5,658;5,281;5,364;5,364;5,281;5,157;8,138;6,261;5,157;5,970;8,138
  11/2011;5,531;4,513;4,318;4,126;3,974;3,787;3,861;4,050;3,899;5,322;5,405;6,086;6,437;8,091;21,062;8,378;5,034;4,791;4,474;4,126;3,936;3,639;4,279;4,012;3,824;3,713;5,615;5,405;4,202;4,012;---;3,639;5,330;21,062
  12/2011;4,012;5,075;4,318;4,126;6,173;6,305;7,572;8,523;4,474;8,963;5,322;3,279;3,350;3,034;2,796;2,762;2,762;2,696;2,729;2,762;3,139;3,173;3,069;3,104;3,209;3,173;3,069;2,897;3,000;2,863;2,863;2,696;4,019;8,963
  01/2012;3,315;4,632;3,713;3,209;3,069;2,931;2,966;3,279;3,209;3,603;4,241;3,861;3,494;3,173;3,173;5,658;7,807;6,614;7,526;6,130;4,553;3,787;4,357;5,075;5,700;5,871;5,075;6,614;5,157;4,012;3,386;2,931;4,490;7,807
  02/2012;3,209;3,422;3,315;3,104;2,897;2,796;2,564;2,532;2,532;2,467;2,863;5,531;5,531;3,861;3,315;2,966;2,762;3,279;3,386;3,139;3,422;3,603;3,279;3,104;2,931;2,931;3,104;4,872;3,315;---;---;2,467;3,311;5,531
